Order,Latitude,Longitude,Unused,Date,Time
65,39.979216,116.328428,0,10/11/09,11:58:57
66,39.979222,116.328432,0,10/11/09,11:59:02
67,39.979229,116.328434,0,10/11/09,11:59:07
68,39.979229,116.328434,0,10/11/09,11:59:10
69,39.979234999999996,116.32843899999999,0,10/11/09,11:59:12
70,39.979209000000004,116.32847199999999,0,10/11/09,11:59:17
71,39.979099,116.32853700000001,0,10/11/09,11:59:22
72,39.979051,116.32854099999999,0,10/11/09,11:59:27
73,39.979015000000004,116.32853300000001,0,10/11/09,11:59:32
74,39.978953999999995,116.328544,0,10/11/09,11:59:37
75,39.978896999999996,116.328558,0,10/11/09,11:59:42
76,39.978849,116.32856100000001,0,10/11/09,11:59:47
77,39.978784000000005,116.328584,0,10/11/09,11:59:52
78,39.978722,116.328597,0,10/11/09,11:59:57
79,39.978664,116.328635,0,10/11/09,12:00:02
80,39.978583,116.32868799999999,0,10/11/09,12:00:07
81,39.978502,116.328732,0,10/11/09,12:00:12
82,39.978449,116.328753,0,10/11/09,12:00:17
83,39.978402,116.32878600000001,0,10/11/09,12:00:22
84,39.978358,116.32878000000001,0,10/11/09,12:00:27
85,39.978305999999996,116.32878999999998,0,10/11/09,12:00:32
86,39.978229,116.32879299999999,0,10/11/09,12:00:37
87,39.978144,116.32873700000002,0,10/11/09,12:00:42
88,39.978078000000004,116.32876999999999,0,10/11/09,12:00:47
89,39.977996000000005,116.32882099999999,0,10/11/09,12:00:52
90,39.977945,116.328856,0,10/11/09,12:00:57
91,39.977885,116.328861,0,10/11/09,12:01:02
92,39.977832,116.32886299999998,0,10/11/09,12:01:07
93,39.977755,116.328865,0,10/11/09,12:01:12
94,39.977721,116.328928,0,10/11/09,12:01:17
95,39.977699,116.32908,0,10/11/09,12:01:22
96,39.977719,116.32913899999998,0,10/11/09,12:01:27
97,39.977714,116.329219,0,10/11/09,12:01:32
98,39.977711,116.32930400000001,0,10/11/09,12:01:37
99,39.977714,116.32938700000001,0,10/11/09,12:01:42
100,39.977717,116.32948700000001,0,10/11/09,12:01:47
101,39.9777,116.32956599999999,0,10/11/09,12:01:52
102,39.977697,116.32963500000001,0,10/11/09,12:01:57
103,39.977684,116.32973600000001,0,10/11/09,12:02:02
104,39.977669,116.329828,0,10/11/09,12:02:07
105,39.977667,116.329935,0,10/11/09,12:02:12
106,39.977674,116.330001,0,10/11/09,12:02:17
107,39.977675,116.330095,0,10/11/09,12:02:22
108,39.977695000000004,116.330148,0,10/11/09,12:02:27
109,39.977723,116.33020900000001,0,10/11/09,12:02:32
110,39.977738,116.330303,0,10/11/09,12:02:37
111,39.977771999999995,116.33039,0,10/11/09,12:02:42
112,39.977843,116.330408,0,10/11/09,12:02:47
113,39.977878000000004,116.33056299999998,0,10/11/09,12:02:52
114,39.977945,116.330582,0,10/11/09,12:02:57
115,39.977938,116.330626,0,10/11/09,12:03:02
116,39.977907,116.330652,0,10/11/09,12:03:07
117,39.977825,116.33068600000001,0,10/11/09,12:03:12
118,39.977776,116.33068200000001,0,10/11/09,12:03:17
119,39.977762,116.330671,0,10/11/09,12:03:22
120,39.97772,116.33063600000001,0,10/11/09,12:03:27
121,39.977657,116.33061000000001,0,10/11/09,12:03:32
122,39.977534999999996,116.33062,0,10/11/09,12:03:37
123,39.977486999999996,116.33061299999999,0,10/11/09,12:03:42
124,39.977438,116.330633,0,10/11/09,12:03:47
125,39.977399,116.33065500000001,0,10/11/09,12:03:52
126,39.977401,116.330678,0,10/11/09,12:03:57
127,39.977373,116.330776,0,10/11/09,12:04:02
128,39.977457,116.33098700000001,0,10/11/09,12:04:07
129,39.977433000000005,116.33106200000002,0,10/11/09,12:04:12
130,39.977399,116.331122,0,10/11/09,12:04:17
131,39.97736,116.33115500000001,0,10/11/09,12:04:22
132,39.977338,116.33115600000001,0,10/11/09,12:04:27
133,39.977284999999995,116.33116100000001,0,10/11/09,12:04:32
134,39.977247999999996,116.331185,0,10/11/09,12:04:37
135,39.977222,116.331172,0,10/11/09,12:04:42
136,39.977189,116.331177,0,10/11/09,12:04:47
137,39.977140000000006,116.331197,0,10/11/09,12:04:52
138,39.977086,116.33123799999998,0,10/11/09,12:04:57
139,39.977016,116.33129199999999,0,10/11/09,12:05:02
140,39.976936,116.33134,0,10/11/09,12:05:07
141,39.976846,116.33138899999999,0,10/11/09,12:05:12
142,39.976733,116.33142600000001,0,10/11/09,12:05:17
143,39.976653000000006,116.331452,0,10/11/09,12:05:22
144,39.976623,116.33145900000001,0,10/11/09,12:05:27
145,39.97655,116.33143999999999,0,10/11/09,12:05:32
146,39.976483,116.33147,0,10/11/09,12:05:37
147,39.976403999999995,116.331529,0,10/11/09,12:05:42
148,39.976317,116.331571,0,10/11/09,12:05:47
149,39.976248999999996,116.33158600000002,0,10/11/09,12:05:52
150,39.976192,116.331584,0,10/11/09,12:05:57
151,39.976129,116.331594,0,10/11/09,12:06:02
152,39.976062,116.33161000000001,0,10/11/09,12:06:07
153,39.976009000000005,116.33161299999999,0,10/11/09,12:06:12
154,39.975961,116.331623,0,10/11/09,12:06:17
155,39.975905,116.331629,0,10/11/09,12:06:22
156,39.975840999999996,116.331636,0,10/11/09,12:06:27
157,39.975789,116.33164599999999,0,10/11/09,12:06:32
158,39.975722999999995,116.331653,0,10/11/09,12:06:37
159,39.97567,116.33166499999999,0,10/11/09,12:06:42
160,39.975627,116.331695,0,10/11/09,12:06:47
161,39.975613,116.33178999999998,0,10/11/09,12:06:52
162,39.975603,116.33188899999999,0,10/11/09,12:06:57
163,39.975584000000005,116.33198700000001,0,10/11/09,12:07:02
164,39.975578000000006,116.33207,0,10/11/09,12:07:07
165,39.975571,116.332154,0,10/11/09,12:07:12
166,39.975570000000005,116.332233,0,10/11/09,12:07:17
167,39.975577,116.33228700000001,0,10/11/09,12:07:22
168,39.97558,116.33233999999999,0,10/11/09,12:07:27
169,39.975566,116.332397,0,10/11/09,12:07:32
170,39.975567,116.33246499999998,0,10/11/09,12:07:37
171,39.975576000000004,116.332522,0,10/11/09,12:07:42
172,39.975586,116.33258400000001,0,10/11/09,12:07:47
173,39.975618,116.332655,0,10/11/09,12:07:52
174,39.975615999999995,116.332746,0,10/11/09,12:07:57
175,39.975608,116.33280500000001,0,10/11/09,12:08:02
176,39.9756,116.33288,0,10/11/09,12:08:07
177,39.975609000000006,116.332927,0,10/11/09,12:08:12
178,39.975609000000006,116.33299699999999,0,10/11/09,12:08:17
179,39.975583,116.33308799999999,0,10/11/09,12:08:22
180,39.975516999999996,116.33316699999999,0,10/11/09,12:08:27
181,39.975473,116.333249,0,10/11/09,12:08:32
182,39.975484,116.333335,0,10/11/09,12:08:37
183,39.975473,116.333409,0,10/11/09,12:08:42
184,39.975458,116.33348600000001,0,10/11/09,12:08:47
185,39.975453,116.33353600000001,0,10/11/09,12:08:52
186,39.97547,116.33386899999999,0,10/11/09,12:12:57
187,39.975429999999996,116.333924,0,10/11/09,12:13:02
188,39.975402,116.333979,0,10/11/09,12:13:07
189,39.975387,116.33400400000001,0,10/11/09,12:13:12
190,39.975358,116.33403899999999,0,10/11/09,12:13:17
191,39.975153000000006,116.334122,0,10/11/09,12:13:22
192,39.974416999999995,116.33423300000001,0,10/11/09,12:13:27
193,39.973836999999996,116.334274,0,10/11/09,12:13:32
194,39.973332,116.334399,0,10/11/09,12:13:37
195,39.972604,116.33478899999999,0,10/11/09,12:13:42
196,39.97182,116.335338,0,10/11/09,12:13:47
197,39.971015,116.33598899999998,0,10/11/09,12:13:52
198,39.970215,116.336643,0,10/11/09,12:13:57
199,39.969426,116.337259,0,10/11/09,12:14:02
200,39.968695000000004,116.337775,0,10/11/09,12:14:07
201,39.967969000000004,116.338246,0,10/11/09,12:14:12
202,39.9673,116.33853799999999,0,10/11/09,12:14:17
203,39.966691,116.33881299999999,0,10/11/09,12:14:22
204,39.966186,116.33892900000001,0,10/11/09,12:14:27
205,39.965782,116.338994,0,10/11/09,12:14:32
206,39.965505,116.339037,0,10/11/09,12:14:37
207,39.965303999999996,116.339055,0,10/11/09,12:14:42
208,39.96521,116.339047,0,10/11/09,12:14:47
209,39.965154,116.339019,0,10/11/09,12:14:52
210,39.965164,116.338978,0,10/11/09,12:14:57
211,39.965228,116.339032,0,10/11/09,12:15:02
212,39.965241,116.339026,0,10/11/09,12:15:07
213,39.965229,116.33903400000001,0,10/11/09,12:15:12
214,39.96522,116.339026,0,10/11/09,12:15:17
215,39.965224,116.339013,0,10/11/09,12:15:22
216,39.965241,116.33899,0,10/11/09,12:15:27
217,39.965212,116.33898400000001,0,10/11/09,12:15:32
218,39.965099,116.338904,0,10/11/09,12:15:37
219,39.96478,116.33881000000001,0,10/11/09,12:15:42
220,39.964008,116.339004,0,10/11/09,12:15:47
221,39.962903000000004,116.33933799999998,0,10/11/09,12:15:52
222,39.961812,116.339611,0,10/11/09,12:15:57
223,39.960947999999995,116.33973200000001,0,10/11/09,12:16:02
224,39.960215999999996,116.33991,0,10/11/09,12:16:07
225,39.959528999999996,116.34020600000001,0,10/11/09,12:16:12
226,39.958903,116.34052,0,10/11/09,12:16:17
227,39.958211,116.34089099999998,0,10/11/09,12:16:22
228,39.957481,116.34131799999999,0,10/11/09,12:16:27
229,39.956748,116.34167,0,10/11/09,12:16:32
230,39.956044,116.34206100000002,0,10/11/09,12:16:37
231,39.955348,116.342456,0,10/11/09,12:16:42
232,39.954640999999995,116.34284199999999,0,10/11/09,12:16:47
233,39.953938,116.34326599999999,0,10/11/09,12:16:52
234,39.953232,116.34369299999999,0,10/11/09,12:16:57
235,39.952490000000004,116.344145,0,10/11/09,12:17:02
236,39.951727000000005,116.34459,0,10/11/09,12:17:07
237,39.950981,116.34494099999999,0,10/11/09,12:17:12
238,39.950253000000004,116.34527,0,10/11/09,12:17:17
239,39.949481,116.34563999999999,0,10/11/09,12:17:22
240,39.948696999999996,116.345982,0,10/11/09,12:17:27
241,39.947944,116.34621200000001,0,10/11/09,12:17:32
242,39.947237,116.34628500000001,0,10/11/09,12:17:37
243,39.946548,116.34625700000001,0,10/11/09,12:17:42
244,39.9459,116.346152,0,10/11/09,12:17:47
245,39.945278,116.345977,0,10/11/09,12:17:52
246,39.944703999999994,116.34581299999999,0,10/11/09,12:17:57
247,39.944146999999994,116.345703,0,10/11/09,12:18:02
248,39.943616,116.345699,0,10/11/09,12:18:07
249,39.943220000000004,116.34576899999999,0,10/11/09,12:18:12
250,39.943104,116.34578799999998,0,10/11/09,12:18:17
251,39.943214000000005,116.345745,0,10/11/09,12:18:22
252,39.943181,116.345704,0,10/11/09,12:18:27
253,39.943121999999995,116.34581599999999,0,10/11/09,12:18:32
254,39.94303,116.34593100000001,0,10/11/09,12:18:37
255,39.942873999999996,116.34604399999999,0,10/11/09,12:18:42
256,39.942669,116.346173,0,10/11/09,12:18:47
257,39.942501,116.346414,0,10/11/09,12:18:52
258,39.942327,116.34650500000001,0,10/11/09,12:18:57
259,39.942087,116.346644,0,10/11/09,12:19:02
260,39.941905,116.346728,0,10/11/09,12:19:07
261,39.941779,116.34675,0,10/11/09,12:19:12
262,39.941663,116.34675700000001,0,10/11/09,12:19:17
263,39.941604,116.34679799999999,0,10/11/09,12:19:22
264,39.941537,116.346804,0,10/11/09,12:19:27
265,39.941359999999996,116.346746,0,10/11/09,12:19:32
266,39.941010999999996,116.34681699999999,0,10/11/09,12:19:37
267,39.940869,116.34688200000001,0,10/11/09,12:19:42
268,39.940841999999996,116.34688100000001,0,10/11/09,12:19:47
269,39.941112,116.34656100000001,0,10/11/09,12:19:52
270,39.941083,116.346769,0,10/11/09,12:19:57
271,39.941076,116.346805,0,10/11/09,12:20:02
272,39.941076,116.346805,0,10/11/09,12:20:05
273,39.941084000000004,116.346806,0,10/11/09,12:20:07
274,39.941103000000005,116.346797,0,10/11/09,12:20:12
275,39.941123,116.34678000000001,0,10/11/09,12:20:17
276,39.941140000000004,116.34676699999999,0,10/11/09,12:20:22
277,39.941253,116.346736,0,10/11/09,12:20:27
278,39.941365000000005,116.34669099999999,0,10/11/09,12:20:32
279,39.941439,116.346627,0,10/11/09,12:20:37
280,39.941455,116.34658200000001,0,10/11/09,12:20:42
281,39.941519,116.346557,0,10/11/09,12:20:47
282,39.941519,116.346557,0,10/11/09,12:20:50
283,39.941524,116.346556,0,10/11/09,12:20:52
284,39.941522,116.34656499999998,0,10/11/09,12:20:57
285,39.941522,116.346589,0,10/11/09,12:21:02
286,39.941503000000004,116.346599,0,10/11/09,12:21:07
287,39.941472,116.34658999999999,0,10/11/09,12:21:12
288,39.941448,116.34656499999998,0,10/11/09,12:21:17
289,39.941355,116.346659,0,10/11/09,12:21:22
290,39.941115,116.3469,0,10/11/09,12:21:27
291,39.940888,116.34703400000001,0,10/11/09,12:21:32
292,39.940702,116.347113,0,10/11/09,12:21:37
293,39.940533,116.34718500000001,0,10/11/09,12:21:42
294,39.940435,116.34721599999999,0,10/11/09,12:21:47
295,39.940374,116.347233,0,10/11/09,12:21:52
296,39.940287,116.347219,0,10/11/09,12:21:57
297,39.940204,116.34718600000001,0,10/11/09,12:22:02
298,39.940090999999995,116.347174,0,10/11/09,12:22:07
299,39.939994,116.347163,0,10/11/09,12:22:12
300,39.939938,116.34713500000001,0,10/11/09,12:22:17
301,39.939910999999995,116.347085,0,10/11/09,12:22:22
302,39.939445,116.34766100000002,0,10/11/09,12:24:02
303,39.939406,116.347678,0,10/11/09,12:24:07
304,39.939292,116.34766499999999,0,10/11/09,12:24:12
305,39.939252,116.347675,0,10/11/09,12:24:17
306,39.939281,116.347532,0,10/11/09,12:24:22
307,39.939313,116.34743799999998,0,10/11/09,12:24:27
308,39.939296,116.347444,0,10/11/09,12:24:32
309,39.93927,116.347521,0,10/11/09,12:24:37
310,39.939281,116.347545,0,10/11/09,12:24:42
311,39.939316999999996,116.34754699999999,0,10/11/09,12:24:47
312,39.939326,116.347603,0,10/11/09,12:24:52
313,39.939344,116.347679,0,10/11/09,12:24:57
314,39.939365,116.347733,0,10/11/09,12:25:02
315,39.939423,116.347774,0,10/11/09,12:25:07
316,39.939442,116.34782,0,10/11/09,12:25:12
317,39.939448,116.347866,0,10/11/09,12:25:17
318,39.939438,116.347922,0,10/11/09,12:25:22
319,39.939422,116.347954,0,10/11/09,12:25:27
320,39.939422,116.347963,0,10/11/09,12:25:32
321,39.939422,116.347963,0,10/11/09,12:25:35
322,39.939425,116.34796999999999,0,10/11/09,12:25:37
323,39.939429,116.34797900000001,0,10/11/09,12:25:42
324,39.939464,116.348049,0,10/11/09,12:25:47
325,39.939496999999996,116.348099,0,10/11/09,12:25:52
326,39.939549,116.348096,0,10/11/09,12:25:57
327,39.939564000000004,116.34811100000002,0,10/11/09,12:26:02
328,39.939558,116.348125,0,10/11/09,12:26:07
329,39.939561,116.348122,0,10/11/09,12:26:12
330,39.939561,116.348122,0,10/11/09,12:26:15
331,39.939567,116.348114,0,10/11/09,12:26:17
332,39.939591,116.34811599999999,0,10/11/09,12:26:22
333,39.906419,116.36835900000001,0,10/11/09,12:45:52
334,39.906757,116.36716399999999,0,10/11/09,12:45:57
335,39.906771,116.367158,0,10/11/09,12:46:02
336,39.906638,116.36738899999999,0,10/11/09,12:46:07
337,39.906659999999995,116.36733899999999,0,10/11/09,12:46:12
338,39.906684999999996,116.36737600000001,0,10/11/09,12:46:17
339,39.906698,116.367448,0,10/11/09,12:46:22
340,39.906703,116.367407,0,10/11/09,12:46:27
341,39.906703,116.36735,0,10/11/09,12:46:32
342,39.906705,116.36743100000001,0,10/11/09,12:46:37
343,39.906715999999996,116.36748,0,10/11/09,12:46:42
344,39.906684000000006,116.367479,0,10/11/09,12:46:47
345,39.906658,116.36746000000001,0,10/11/09,12:46:52
346,39.90665,116.36744399999999,0,10/11/09,12:46:57
347,39.906644,116.36743,0,10/11/09,12:47:02
348,39.906597999999995,116.367691,0,10/11/09,12:47:07
349,39.906541,116.367694,0,10/11/09,12:47:12
350,39.906521000000005,116.36768000000001,0,10/11/09,12:47:17
351,39.906511,116.36766999999999,0,10/11/09,12:47:22
352,39.906456,116.367676,0,10/11/09,12:47:27
353,39.906424,116.367749,0,10/11/09,12:47:32
354,39.906389000000004,116.36773500000001,0,10/11/09,12:47:37
355,39.90635,116.367729,0,10/11/09,12:47:42
356,39.906286,116.367726,0,10/11/09,12:47:47
357,39.906234000000005,116.367747,0,10/11/09,12:47:52
358,39.906185,116.367717,0,10/11/09,12:47:57
359,39.90615,116.36768300000001,0,10/11/09,12:48:02
360,39.906096999999995,116.367682,0,10/11/09,12:48:07
361,39.906076,116.367668,0,10/11/09,12:48:12
362,39.906076,116.367668,0,10/11/09,12:48:15
363,39.906083,116.36766999999999,0,10/11/09,12:48:17
364,39.906079,116.36767900000001,0,10/11/09,12:48:22
365,39.906074,116.36766200000001,0,10/11/09,12:48:27
366,39.906048999999996,116.367646,0,10/11/09,12:48:32
367,39.906046999999994,116.36763,0,10/11/09,12:48:37
368,39.906034999999996,116.36766000000001,0,10/11/09,12:48:42
369,39.906046999999994,116.36775300000001,0,10/11/09,12:48:47
370,39.906040999999995,116.36785400000001,0,10/11/09,12:48:52
371,39.906017999999996,116.367924,0,10/11/09,12:48:57
372,39.90602,116.367995,0,10/11/09,12:49:02
373,39.906029,116.36806100000001,0,10/11/09,12:49:07
374,39.906009000000005,116.368122,0,10/11/09,12:49:12
375,39.906021,116.368205,0,10/11/09,12:49:17
376,39.90603,116.368301,0,10/11/09,12:49:22
377,39.906121,116.36858500000001,0,10/11/09,12:52:32
378,39.906115,116.36864399999999,0,10/11/09,12:52:37
379,39.906127000000005,116.368729,0,10/11/09,12:52:42
380,39.906131,116.368802,0,10/11/09,12:52:47
381,39.906108,116.36889099999999,0,10/11/09,12:52:52
382,39.906092,116.368971,0,10/11/09,12:52:57
383,39.906076,116.36904799999999,0,10/11/09,12:53:02
384,39.906082,116.369097,0,10/11/09,12:53:07
385,39.906094,116.369155,0,10/11/09,12:53:12
386,39.906074,116.369226,0,10/11/09,12:53:17
387,39.906062,116.369297,0,10/11/09,12:53:22
388,39.906063,116.36938400000001,0,10/11/09,12:53:27
389,39.906096999999995,116.369425,0,10/11/09,12:53:32
390,39.906113,116.369475,0,10/11/09,12:53:37
391,39.906107,116.369527,0,10/11/09,12:53:42
392,39.906109,116.36962,0,10/11/09,12:53:47
393,39.906098,116.36971000000001,0,10/11/09,12:53:52
394,39.906076,116.36978,0,10/11/09,12:53:57
395,39.906079999999996,116.36985,0,10/11/09,12:54:02
396,39.906107,116.369895,0,10/11/09,12:54:07
397,39.90613,116.369896,0,10/11/09,12:54:12
398,39.90615,116.369904,0,10/11/09,12:54:17
399,39.906149,116.36991299999998,0,10/11/09,12:54:22
400,39.906157,116.369945,0,10/11/09,12:54:27
401,39.9062,116.36993600000001,0,10/11/09,12:54:32
402,39.906258,116.36993899999999,0,10/11/09,12:54:37
403,39.906302000000004,116.369957,0,10/11/09,12:54:42
404,39.906362,116.37,0,10/11/09,12:54:47
405,39.906426,116.37001699999999,0,10/11/09,12:54:52
406,39.906471999999994,116.37001200000002,0,10/11/09,12:54:57
407,39.90651,116.36998999999999,0,10/11/09,12:55:02
408,39.90655,116.37003899999999,0,10/11/09,12:55:07
409,39.906573,116.370101,0,10/11/09,12:55:12
410,39.906603999999994,116.370122,0,10/11/09,12:55:17
411,39.906642,116.370117,0,10/11/09,12:55:22
412,39.906709,116.37011499999998,0,10/11/09,12:55:27
413,39.906737,116.37013999999999,0,10/11/09,12:55:32
414,39.906756,116.37019099999999,0,10/11/09,12:55:37
415,39.906824,116.370222,0,10/11/09,12:55:42
416,39.906861,116.370241,0,10/11/09,12:55:47
417,39.906882,116.370258,0,10/11/09,12:55:52
418,39.906931,116.37026200000001,0,10/11/09,12:55:57
419,39.907016999999996,116.37025600000001,0,10/11/09,12:56:02
420,39.907092,116.370227,0,10/11/09,12:56:07
421,39.907158,116.370217,0,10/11/09,12:56:12
422,39.907226,116.37023400000001,0,10/11/09,12:56:17
423,39.907278999999996,116.370225,0,10/11/09,12:56:22
424,39.907346000000004,116.370181,0,10/11/09,12:56:27
425,39.907447,116.370097,0,10/11/09,12:56:32
426,39.907494,116.37009099999999,0,10/11/09,12:56:37
427,39.907499,116.37009099999999,0,10/11/09,12:56:42
428,39.907495000000004,116.370092,0,10/11/09,12:56:47
429,39.907495000000004,116.370092,0,10/11/09,12:56:50
430,39.9075,116.37009599999999,0,10/11/09,12:56:52
431,39.90753,116.37013300000001,0,10/11/09,12:56:57
432,39.907564,116.37018,0,10/11/09,12:57:02
433,39.9076,116.37019,0,10/11/09,12:57:07
434,39.907634,116.370203,0,10/11/09,12:57:12
435,39.907664000000004,116.370189,0,10/11/09,12:57:17
436,39.907722,116.370221,0,10/11/09,12:57:22
437,39.907682,116.369879,0,10/11/09,13:02:32
438,39.907681,116.369873,0,10/11/09,13:02:37
439,39.907681,116.369873,0,10/11/09,13:02:42
440,39.907681,116.369873,0,10/11/09,13:02:45
441,39.907689000000005,116.369873,0,10/11/09,13:02:47
442,39.907706,116.369899,0,10/11/09,13:02:52
443,39.907703999999995,116.36986999999999,0,10/11/09,13:02:57
444,39.907715,116.36987099999999,0,10/11/09,13:03:02
445,39.907724,116.36987099999999,0,10/11/09,13:03:07
446,39.907728999999996,116.369872,0,10/11/09,13:03:12
447,39.907728999999996,116.369872,0,10/11/09,13:03:15
448,39.907733,116.369873,0,10/11/09,13:03:17
449,39.907723,116.36986999999999,0,10/11/09,13:03:22
450,39.907716,116.369868,0,10/11/09,13:03:27
451,39.907713,116.36986999999999,0,10/11/09,13:03:32
452,39.907713,116.36986999999999,0,10/11/09,13:03:35
453,39.907713,116.36987099999999,0,10/11/09,13:03:37
454,39.907740000000004,116.36985800000001,0,10/11/09,13:03:42
455,39.907737,116.36985200000001,0,10/11/09,13:03:47
456,39.907733,116.36985200000001,0,10/11/09,13:03:52
457,39.907733,116.36985200000001,0,10/11/09,13:03:55
458,39.907733,116.369856,0,10/11/09,13:03:57
459,39.907764,116.369859,0,10/11/09,13:04:02
460,39.907777,116.36986399999999,0,10/11/09,13:04:07
461,39.907769,116.369869,0,10/11/09,13:04:12
462,39.907761,116.369867,0,10/11/09,13:04:17
463,39.907761,116.369867,0,10/11/09,13:04:20
464,39.907765000000005,116.369863,0,10/11/09,13:04:22
465,39.907785,116.369863,0,10/11/09,13:04:27
466,39.907749,116.36986100000001,0,10/11/09,13:04:32
467,39.907769,116.36986200000001,0,10/11/09,13:04:37
468,39.907734999999995,116.369874,0,10/11/09,13:04:42
469,39.907728999999996,116.369879,0,10/11/09,13:04:47
470,39.907728999999996,116.369879,0,10/11/09,13:04:50
471,39.907731,116.369883,0,10/11/09,13:04:52
472,39.907742999999996,116.36989299999999,0,10/11/09,13:04:57
473,39.907740000000004,116.36990300000001,0,10/11/09,13:05:02
474,39.907745,116.369906,0,10/11/09,13:05:07
475,39.907745,116.369906,0,10/11/09,13:05:10
476,39.907747,116.36991299999998,0,10/11/09,13:05:12
477,39.907734000000005,116.36991599999999,0,10/11/09,13:05:17
478,39.907693,116.369952,0,10/11/09,13:05:22
479,39.907693,116.36995800000001,0,10/11/09,13:05:27
480,39.9077,116.36996200000002,0,10/11/09,13:05:32
481,39.9077,116.36996200000002,0,10/11/09,13:05:35
482,39.907701,116.369969,0,10/11/09,13:05:37
483,39.907702,116.37000900000001,0,10/11/09,13:05:42
484,39.907685,116.370028,0,10/11/09,13:05:47
485,39.907678000000004,116.37003100000001,0,10/11/09,13:05:52
486,39.90767,116.37003200000001,0,10/11/09,13:05:57
487,39.907668,116.370029,0,10/11/09,13:06:02
488,39.907663,116.37003200000001,0,10/11/09,13:06:07
489,39.907664000000004,116.370038,0,10/11/09,13:06:12
490,39.907665,116.370043,0,10/11/09,13:06:17
491,39.907662,116.37003899999999,0,10/11/09,13:06:22
492,39.907658000000005,116.37003999999999,0,10/11/09,13:06:27
493,39.907657,116.370043,0,10/11/09,13:06:32
494,39.907655,116.37004499999999,0,10/11/09,13:06:37
495,39.907653,116.37004499999999,0,10/11/09,13:06:42
496,39.907653,116.370047,0,10/11/09,13:06:47
